Schematron;Severity;FejlId;Konstrurede beskrivelse;Original data;Er konstrureret?;Beskrivelse opdateret med xml element Navn;Er original beskrivelse;XmlElement type;Id;Release Date:;Modification comment:;BZ issue no:
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR001];[F-APR001] Root element must be ApplicationResponse;[F-APR001] Root element must be ApplicationResponse;FALSE;FALSE;FALSE;Node;APR001;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR004];[F-APR004] ProfileID with value 'NONE' is only allowed when ResponseCode equals 'TechnicalReject' or 'ProfileReject';[F-APR004] ProfileID with value 'NONE' is only allowed when ResponseCode equals 'TechnicalReject' or 'ProfileReject';FALSE;FALSE;FALSE;Node;APR004;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR005];[F-APR005] Invalid ID. Must contain a value;[F-APR005] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;APR005;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR006];[F-APR006] Invalid ID. Must contain a value;[F-APR006] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;APR006;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR008];[F-APR008] Invalid EndpointID. Must contain a value;[F-APR008] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;APR008;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR012];[F-APR012] Invalid EndpointID. Must contain a value;[F-APR012] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;APR012;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR015];[F-APR015] Invalid ResponseCode. Must contain a value;[F-APR015] Invalid ResponseCode. Must contain a value;FALSE;FALSE;FALSE;Node;APR015;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR016];[F-APR016] Invalid ReferenceID. Must contain a value;[F-APR016] Invalid ReferenceID. Must contain a value;FALSE;FALSE;FALSE;Node;APR016;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR017];[F-APR017] Invalid listID. Must be 'urn:oioubl:codelist:responsecode-1.1';[F-APR017] Invalid listID. Must be 'urn:oioubl:codelist:responsecode-1.1';FALSE;FALSE;FALSE;Node;APR017;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR018];[F-APR018] Invalid ResponseCode. Must be a value from the codelist;[F-APR018] Invalid ResponseCode. Must be a value from the codelist;FALSE;FALSE;FALSE;Node;APR018;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR021];[F-APR021] DocumentType element must be excluded;[F-APR021] DocumentType element must be excluded;FALSE;FALSE;FALSE;Node;APR021;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR024];[F-APR024] Invalid DocumentTypeCode. Must contain a value;[F-APR024] Invalid DocumentTypeCode. Must contain a value;FALSE;FALSE;FALSE;Node;APR024;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR025];[F-APR025] Invalid ID. Must contain a value;[F-APR025] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;APR025;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR026];[F-APR026] Invalid UUID. Must be of this form '6E09886B-DC6E-439F-82D1-7CCAC7F4E3B1';[F-APR026] Invalid UUID. Must be of this form '6E09886B-DC6E-439F-82D1-7CCAC7F4E3B1';FALSE;FALSE;FALSE;Node;APR026;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[W-APR027];[W-APR027] Invalid listID. Must be ''urn:oioubl:codelist:responsedocumenttypecode-1.1'' or ''urn:oioubl:codelist:responsedocumenttypecode-1.2'';[W-APR027] Invalid listID. Must be '' or '';TRUE;FALSE;FALSE;Node;APR027;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR028];[F-APR028] Invalid DocumentTypeCode: '?'. Must be a value from the codelist;[F-APR028] Invalid DocumentTypeCode: ''. Must be a value from the codelist;TRUE;FALSE;TRUE;Node;APR028;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR029];[F-APR029] DocumentReference class must be excluded;[F-APR029] DocumentReference class must be excluded;FALSE;FALSE;FALSE;Node;APR029;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR030];[F-APR030] Invalid LineID. Must contain a value;[F-APR030] Invalid LineID. Must contain a value;FALSE;FALSE;FALSE;Node;APR030;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR031];[F-APR031] Invalid UUID. Must be of this form '6E09886B-DC6E-439F-82D1-7CCAC7F4E3B1';[F-APR031] Invalid UUID. Must be of this form '6E09886B-DC6E-439F-82D1-7CCAC7F4E3B1';FALSE;FALSE;FALSE;Node;APR031;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR032];[F-APR032] Invalid ResponseCode. Must contain a value;[F-APR032] Invalid ResponseCode. Must contain a value;FALSE;FALSE;FALSE;Node;APR032;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR033];[F-APR033] Invalid ReferenceID. Must contain a value;[F-APR033] Invalid ReferenceID. Must contain a value;FALSE;FALSE;FALSE;Node;APR033;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[W-APR034];[W-APR034] Invalid listID. Must be 'urn:oioubl:codelist:lineresponsecode-1.1';[W-APR034] Invalid listID. Must be 'urn:oioubl:codelist:lineresponsecode-1.1';FALSE;FALSE;FALSE;Node;APR034;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR035];[F-APR035] Invalid ResponseCode. Must be a value from the codelist;[F-APR035] Invalid ResponseCode. Must be a value from the codelist;FALSE;FALSE;FALSE;Node;APR035;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR039];[F-APR039] No more than one PartyLegalEntity class may be present;[F-APR039] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;APR039;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR040];[F-APR040] One PartyLegalEntity class must be present;[F-APR040] One PartyLegalEntity class must be present;FALSE;FALSE;FALSE;Node;APR040;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR041];[F-APR041] No more than one PartyLegalEntity class may be present;[F-APR041] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;APR041;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[W-APR043];[W-APR043] Invalid listAgencyID. Must be ''320'';[W-APR043] Invalid listAgencyID. Must be '';TRUE;FALSE;FALSE;Node;APR043;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR044];[F-APR044] Attribute mimeCode must be a value from the codelist;[F-APR044] Attribute mimeCode must be a value from the codelist;FALSE;FALSE;FALSE;Node;APR044;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR045];[F-APR045] Use either EmbeddedDocumentBinaryObject or ExternalReference;[F-APR045] Use either EmbeddedDocumentBinaryObject or ExternalReference;FALSE;FALSE;FALSE;Node;APR045;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR046];[F-APR046] Invalid URI. Must contain a value;[F-APR046] Invalid URI. Must contain a value;FALSE;FALSE;FALSE;Node;APR046;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR047];[F-APR047] Invalid EndpointID. Must contain a value;[F-APR047] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;APR047;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR048];[F-APR048] One PartyLegalEntity class must be present;[F-APR048] One PartyLegalEntity class must be present;FALSE;FALSE;FALSE;Node;APR048;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR049];[F-APR049] Invalid EndpointID. Must contain a value;[F-APR049] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;APR049;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR050];[F-APR050] No more than one PartyLegalEntity class may be present;[F-APR050] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;APR050;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR051];[F-APR051] No more than one Response class may be present;[F-APR051] No more than one Response class may be present;FALSE;FALSE;FALSE;Node;APR051;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[W-APR052];[W-APR052] Invalid listAgencyID. Must be '320';[W-APR052] Invalid listAgencyID. Must be '320';FALSE;FALSE;FALSE;Node;APR052;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR053];[F-APR053] Invalid DocumentTypeCode. ApplicationResponse can't be used as response for an Order, when ResponseCode equals BusinessReject or BusinessAccept;[F-APR053] Invalid DocumentTypeCode. ApplicationResponse can't be used as response for an Order, when ResponseCode equals BusinessReject or BusinessAccept;FALSE;FALSE;FALSE;Node;APR053;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR054];[F-APR054] No more than one DocumentResponse class may be present;[F-APR054] No more than one DocumentResponse class may be present;FALSE;FALSE;FALSE;Node;APR054;;;
OIOUBL_ApplicationResponse_Schematron.xsl;F;[F-APR055];[F-APR055] Invalid DocumentTypeCode: '?'. Must be a value from the codelist;[F-APR055] Invalid DocumentTypeCode: ''. Must be a value from the codelist;TRUE;FALSE;TRUE;Node;APR055;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT001];[F-CAT001] Root element must be Catalogue;[F-CAT001] Root element must be Catalogue;FALSE;FALSE;FALSE;Node;CAT001;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT002];[F-CAT002] Invalid ID. Must contain a value;[F-CAT002] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT002;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT003];[F-CAT003] Invalid VersionID. Must contain a value;[F-CAT003] Invalid VersionID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT003;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT004];[F-CAT004] LineCountNumeric element must be excluded;[F-CAT004] LineCountNumeric element must be excluded;FALSE;FALSE;FALSE;Node;CAT004;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT005];[F-CAT005] One ValidityPeriod class must be present;[F-CAT005] One ValidityPeriod class must be present;FALSE;FALSE;FALSE;Node;CAT005;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT006];[F-CAT006] One SellerSupplierParty class must be present;[F-CAT006] One SellerSupplierParty class must be present;FALSE;FALSE;FALSE;Node;CAT006;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT007];[F-CAT007] ContractorCustomerParty must be different from ReceiverParty;[F-CAT007] ContractorCustomerParty must be different from ReceiverParty;FALSE;FALSE;FALSE;Node;CAT007;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT008];[F-CAT008] No more than one ReferencedContract class must be present;[F-CAT008] No more than one ReferencedContract class must be present;FALSE;FALSE;FALSE;Node;CAT008;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT020];[F-CAT020] Invalid ID. Must contain a value;[F-CAT020] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT020;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT021];[F-CAT021] Use either ContractType or ContractTypeCode;[F-CAT021] Use either ContractType or ContractTypeCode;FALSE;FALSE;FALSE;Node;CAT021;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT022];[F-CAT022] No more than one ContractDocumentReference class may be present;[F-CAT022] No more than one ContractDocumentReference class may be present;FALSE;FALSE;FALSE;Node;CAT022;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT030];[F-CAT030] Invalid ID. Must contain a value;[F-CAT030] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT030;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT031];[F-CAT031] No more than one PartyLegalEntity class may be present;[F-CAT031] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT031;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT040];[F-CAT040] Invalid EndpointID. Must contain a value;[F-CAT040] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT040;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT041];[F-CAT041] One PartyLegalEntity class must be present;[F-CAT041] One PartyLegalEntity class must be present;FALSE;FALSE;FALSE;Node;CAT041;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT050];[F-CAT050] Invalid EndpointID. Must contain a value;[F-CAT050] Invalid EndpointID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT050;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT051];[F-CAT051] No more than one PartyLegalEntity class may be present;[F-CAT051] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT051;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT060];[F-CAT060] DataSendingCapability element must be excluded;[F-CAT060] DataSendingCapability element must be excluded;FALSE;FALSE;FALSE;Node;CAT060;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT061];[F-CAT061] One Party class must be present;[F-CAT061] One Party class must be present;FALSE;FALSE;FALSE;Node;CAT061;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT062];[F-CAT062] No more than one PartyLegalEntity class may be present;[F-CAT062] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT062;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT070];[F-CAT070] Party class must be present;[F-CAT070] Party class must be present;FALSE;FALSE;FALSE;Node;CAT070;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT071];[F-CAT071] No more than one PartyLegalEntity class may be present;[F-CAT071] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT071;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT100];[F-CAT100] Invalid ID. Must contain a value;[F-CAT100] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT100;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT101];[F-CAT101] Invalid ActionCode. Must contain a value;[F-CAT101] Invalid ActionCode. Must contain a value;FALSE;FALSE;FALSE;Node;CAT101;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT102];[F-CAT102] Invalid listID. Must be ''urn:oioubl:codelist:catalogueactioncode-1.1'';[F-CAT102] Invalid listID. Must be '';TRUE;FALSE;FALSE;Node;CAT102;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT103];[F-CAT103] Invalid listAgencyID. Must be ''320'';[F-CAT103] Invalid listAgencyID. Must be '';TRUE;FALSE;FALSE;Node;CAT103;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT104];[F-CAT104] Invalid listID. Must be ''urn:oioubl:codelist:lifecyclestatuscode-1.1'';[F-CAT104] Invalid listID. Must be '';TRUE;FALSE;FALSE;Node;CAT104;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT105];[F-CAT105] Invalid listAgencyID. Must be ''320'';[F-CAT105] Invalid listAgencyID. Must be '';TRUE;FALSE;FALSE;Node;CAT105;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT106];[F-CAT106] Invalid OrderableIndicator. Must contain a value;[F-CAT106] Invalid OrderableIndicator. Must contain a value;FALSE;FALSE;FALSE;Node;CAT106;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT107];[F-CAT107] The value of unitCode attribute should be a valid UOM measure;[F-CAT107] The value of unitCode attribute should be a valid UOM measure;FALSE;FALSE;FALSE;Node;CAT107;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT108];[F-CAT108] Invalid ContentUnitQuantity. Must contain a value;[F-CAT108] Invalid ContentUnitQuantity. Must contain a value;FALSE;FALSE;FALSE;Node;CAT108;;;
OIOUBL_Catalogue_Schematron.xsl;F;[W-CAT109];[W-CAT109] The attribute languageID should be used when more than one WarrantyInformation element is present;[W-CAT109] The attribute languageID should be used when more than one WarrantyInformation element is present;FALSE;FALSE;FALSE;Node;CAT109;;;
OIOUBL_Catalogue_Schematron.xsl;F;[W-CAT110];[W-CAT110] Multilanguage error. Replicated WarrantyInformation elements with same languageID attribute value;[W-CAT110] Multilanguage error. Replicated WarrantyInformation elements with same languageID attribute value;FALSE;FALSE;FALSE;Node;CAT110;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT111];[F-CAT111] Invalid ActionCode: '?'. Must be a value from the codelist;[F-CAT111] Invalid ActionCode: ''. Must be a value from the codelist;TRUE;FALSE;TRUE;Node;CAT111;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT112];[F-CAT112] Invalid LifeCycleStatusCode: '?'. Must be a value from the codelist;[F-CAT112] Invalid LifeCycleStatusCode: ''. Must be a value from the codelist;TRUE;FALSE;TRUE;Node;CAT112;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT113];[F-CAT113] No more than one ItemComparison class may be present;[F-CAT113] No more than one ItemComparison class may be present;FALSE;FALSE;FALSE;Node;CAT113;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT114];[F-CAT114] DocumentReference class must be excluded;[F-CAT114] DocumentReference class must be excluded;FALSE;FALSE;FALSE;Node;CAT114;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT115];[F-CAT115] When OrderableIndicator equals 'true' the element OrderableUnit must be filled out;[F-CAT115] When OrderableIndicator equals 'true' the element OrderableUnit must be filled out;FALSE;FALSE;FALSE;Node;CAT115;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT120];[F-CAT120] Party class must be present;[F-CAT120] Party class must be present;FALSE;FALSE;FALSE;Node;CAT120;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT121];[F-CAT121] No more than one PartyLegalEntity class may be present;[F-CAT121] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT121;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT130];[F-CAT130] DataSendingCapability element must be excluded;[F-CAT130] DataSendingCapability element must be excluded;FALSE;FALSE;FALSE;Node;CAT130;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT131];[F-CAT131] Party class must be present;[F-CAT131] Party class must be present;FALSE;FALSE;FALSE;Node;CAT131;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT132];[F-CAT132] No more than one PartyLegalEntity class may be present;[F-CAT132] No more than one PartyLegalEntity class may be present;FALSE;FALSE;FALSE;Node;CAT132;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT140];[F-CAT140] Invalid PriceAmount. Must contain a value;[F-CAT140] Invalid PriceAmount. Must contain a value;FALSE;FALSE;FALSE;Node;CAT140;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT141];[F-CAT141] Invalid Quantity. Must contain a value;[F-CAT141] Invalid Quantity. Must contain a value;FALSE;FALSE;FALSE;Node;CAT141;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT150];[F-CAT150] Invalid ID. Must contain a value;[F-CAT150] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT150;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT160];[F-CAT160] Invalid ID. Must contain a value;[F-CAT160] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT160;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT170];[F-CAT170] Invalid ID. Must contain a value;[F-CAT170] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT170;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT180];[F-CAT180] Invalid ID. Must contain a value;[F-CAT180] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT180;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT190];[F-CAT190] Invalid ID. Must contain a value;[F-CAT190] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT190;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT200];[F-CAT200] No more than one TradingRestrictions element may be present;[F-CAT200] No more than one TradingRestrictions element may be present;FALSE;FALSE;FALSE;Node;CAT200;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT201];[F-CAT201] Invalid PriceAmount. Must contain a value;[F-CAT201] Invalid PriceAmount. Must contain a value;FALSE;FALSE;FALSE;Node;CAT201;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT202];[F-CAT202] Invalid PriceAmount. Must have at least 2 decimals;[F-CAT202] Invalid PriceAmount. Must have at least 2 decimals;FALSE;FALSE;FALSE;Node;CAT202;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT203];[F-CAT203] Invalid PriceAmount. Must not be negative;[F-CAT203] Invalid PriceAmount. Must not be negative;FALSE;FALSE;FALSE;Node;CAT203;;;
OIOUBL_Catalogue_Schematron.xsl;F;[W-CAT204];[W-CAT204] The attribute languageID should be used when more than one PriceChangeReason element is present;[W-CAT204] The attribute languageID should be used when more than one PriceChangeReason element is present;FALSE;FALSE;FALSE;Node;CAT204;;;
OIOUBL_Catalogue_Schematron.xsl;F;[W-CAT205];[W-CAT205] Multilanguage error. Replicated PriceChangeReason elements with same languageID attribute value;[W-CAT205] Multilanguage error. Replicated PriceChangeReason elements with same languageID attribute value;FALSE;FALSE;FALSE;Node;CAT205;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT206];[F-CAT206] Invalid listID. Must be 'UN/ECE 5387';[F-CAT206] Invalid listID. Must be 'UN/ECE 5387';FALSE;FALSE;FALSE;Node;CAT206;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT207];[F-CAT207] No more than one ValidityPeriod class may be present;[F-CAT207] No more than one ValidityPeriod class may be present;FALSE;FALSE;FALSE;Node;CAT207;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT220];[F-CAT220] CatalogueIndicator element must be excluded;[F-CAT220] CatalogueIndicator element must be excluded;FALSE;FALSE;FALSE;Node;CAT220;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT221];[F-CAT221] Invalid Name. Must contain a value;[F-CAT221] Invalid Name. Must contain a value;FALSE;FALSE;FALSE;Node;CAT221;;;
OIOUBL_Catalogue_Schematron.xsl;F;[W-CAT222];[W-CAT222] Invalid Name. Should not exceed 40 characters;[W-CAT222] Invalid Name. Should not exceed 40 characters;FALSE;FALSE;FALSE;Node;CAT222;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT223];[F-CAT223] One SellersItemIdentification class must be present;[F-CAT223] One SellersItemIdentification class must be present;FALSE;FALSE;FALSE;Node;CAT223;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT224];[F-CAT224] Invalid ID. Must contain a value;[F-CAT224] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT224;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT225];[F-CAT225] Invalid AttributeID. Must contain a value;[F-CAT225] Invalid AttributeID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT225;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT226];[F-CAT226] Invalid Description. Must contain a value;[F-CAT226] Invalid Description. Must contain a value;FALSE;FALSE;FALSE;Node;CAT226;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT227];[F-CAT227] Invalid AttributeID. Must contain a value;[F-CAT227] Invalid AttributeID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT227;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT228];[F-CAT228] No more than one ManufacturersItemIdentification class may be present;[F-CAT228] No more than one ManufacturersItemIdentification class may be present;FALSE;FALSE;FALSE;Node;CAT228;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT229];[F-CAT229] No more than one AdditionalItemIdentification class may be present;[F-CAT229] No more than one AdditionalItemIdentification class may be present;FALSE;FALSE;FALSE;Node;CAT229;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT230];[F-CAT230] At least one CommodityClassification class must be present;[F-CAT230] At least one CommodityClassification class must be present;FALSE;FALSE;FALSE;Node;CAT230;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT231];[F-CAT231] Invalid ItemClassificationCode. Must contain a value;[F-CAT231] Invalid ItemClassificationCode. Must contain a value;FALSE;FALSE;FALSE;Node;CAT231;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT232];[F-CAT232] Invalid listID. Must be 'UNSPSC';[F-CAT232] Invalid listID. Must be 'UNSPSC';FALSE;FALSE;FALSE;Node;CAT232;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT233];[F-CAT233] Invalid listAgencyID. Must be '113';[F-CAT233] Invalid listAgencyID. Must be '113';FALSE;FALSE;FALSE;Node;CAT233;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT234];[F-CAT234] ClassifiedTaxCategory class must be excluded;[F-CAT234] ClassifiedTaxCategory class must be excluded;FALSE;FALSE;FALSE;Node;CAT234;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT235];[F-CAT235] Invalid Name. Must contain a value;[F-CAT235] Invalid Name. Must contain a value;FALSE;FALSE;FALSE;Node;CAT235;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT236];[F-CAT236] Invalid Value. Must contain a value;[F-CAT236] Invalid Value. Must contain a value;FALSE;FALSE;FALSE;Node;CAT236;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT237];[F-CAT237] Invalid ID. Must contain a value;[F-CAT237] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT237;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT238];[F-CAT238] Invalid Name. Must contain a value;[F-CAT238] Invalid Name. Must contain a value;FALSE;FALSE;FALSE;Node;CAT238;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT239];[F-CAT239] Invalid Value. Must contain a value;[F-CAT239] Invalid Value. Must contain a value;FALSE;FALSE;FALSE;Node;CAT239;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT240];[F-CAT240] Invalid ID. Must contain a value;[F-CAT240] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT240;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT241];[F-CAT241] OriginCountry class must be excluded;[F-CAT241] OriginCountry class must be excluded;FALSE;FALSE;FALSE;Node;CAT241;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT242];[F-CAT242] PositionCode element must be excluded;[F-CAT242] PositionCode element must be excluded;FALSE;FALSE;FALSE;Node;CAT242;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT243];[F-CAT243] DescriptionCode element must be excluded;[F-CAT243] DescriptionCode element must be excluded;FALSE;FALSE;FALSE;Node;CAT243;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT244];[F-CAT244] No more than one OriginAddress class may be present;[F-CAT244] No more than one OriginAddress class may be present;FALSE;FALSE;FALSE;Node;CAT244;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT245];[F-CAT245] Invalid Name. Must contain a value;[F-CAT245] Invalid Name. Must contain a value;FALSE;FALSE;FALSE;Node;CAT245;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT246];[F-CAT246] Invalid Value. Must contain a value;[F-CAT246] Invalid Value. Must contain a value;FALSE;FALSE;FALSE;Node;CAT246;;;
OIOUBL_Catalogue_Schematron.xsl;F;[F-CAT247];[F-CAT247] Invalid ID. Must contain a value;[F-CAT247] Invalid ID. Must contain a value;FALSE;FALSE;FALSE;Node;CAT247;;;
